filename,label,std_dev,mean,max,min,skewness,kurtosis
msrvtt_3354.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_7765.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_1806.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_765.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_7684.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_7501.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_7873.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_7198.mp4,Real,0.98561066,-1.2772424e-08,0.2426161,-4.061708,-3.817139682812071,15.574291627309444
msrvtt_9460.mp4,Real,0.98857105,4.6058133e-08,2.0634317,-1.5044065,-0.022787743484371598,2.9125788517515185
msrvtt_674.mp4,Real,0.990521,1.2933083e-08,0.13736056,-7.142749,-7.072428211932911,51.01921556311522
msrvtt_930.mp4,Real,0.99262,4.1635597e-09,0.12126781,-8.124943,-8.06317948798517,66.01482323062052
msrvtt_3703.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_9009.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_5675.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_1180.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_2357.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_5188.mp4,Real,0.9932201,-1.9935337e-08,0.11624763,-8.486077,-8.426963576055222,72.01370449230527
msrvtt_9871.mp4,Real,0.9929327,-1.0703651e-08,0.11867816,-8.307471,-8.247084038146733,69.01426123087522
msrvtt_7461.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_8369.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_8419.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_9698.mp4,Real,0.9919027,-1.15363825e-08,2.3750083,-2.138911,-0.3143910084621951,4.825345067639057
msrvtt_2604.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_2480.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_7855.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_5776.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_2902.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_6810.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_8539.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_8296.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_9338.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_8974.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_6292.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_9706.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_5569.mp4,Real,0.9939577,-8.518796e-08,3.4755294,-3.3932686,-0.3640333807864135,11.828164997952193
msrvtt_1636.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_2657.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_1156.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_2687.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_4613.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_3570.mp4,Real,0.9943663,1.4315161e-08,0.10599979,-9.327981,-9.274222507228217,87.01129254467718
msrvtt_1978.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_5406.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_1925.mp4,Real,0.990521,1.2933083e-08,0.13736056,-7.142749,-7.072428211932911,51.01921556311522
msrvtt_1411.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_2602.mp4,Real,0.990521,1.2933083e-08,0.13736056,-7.142749,-7.072428211932911,51.01921556311522
msrvtt_9850.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_3265.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_9181.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_5015.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_9753.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_1459.mp4,Real,0.9877294,4.3613153e-09,0.22367543,-4.3767056,-4.189505680218078,18.552196704281247
msrvtt_2283.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_665.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_4839.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_8441.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_9507.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_2201.mp4,Real,0.990521,1.2933083e-08,0.13736056,-7.142749,-7.072428211932911,51.01921556311522
msrvtt_497.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_4280.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_1160.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_5442.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_450.mp4,Real,0.9856107,-4.257475e-09,3.131701,-2.8154035,-1.0181028770403595,8.397808372072824
msrvtt_7233.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_9264.mp4,Real,0.9943663,1.4315161e-08,0.10599979,-9.327981,-9.274222507228217,87.01129254467718
msrvtt_4657.mp4,Real,0.988571,6.7732553e-10,0.21570553,-4.5902796,-4.365580661388012,20.062217990962914
msrvtt_3448.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_708.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_3017.mp4,Real,0.99190265,4.3261434e-09,0.12700011,-7.7470074,-7.682213906108973,60.01639354911295
msrvtt_1348.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_6385.mp4,Real,0.99227786,3.4387295e-08,0.12403473,-7.938223,-7.874998474128714,63.015629482455864
msrvtt_9471.mp4,Real,0.9929327,-1.0703651e-08,0.11867816,-8.307471,-8.247084038146733,69.01426123087522
msrvtt_3021.mp4,Real,0.9867545,1.2548346e-08,2.1376987,-1.5623384,-0.09583310808584115,3.1031395929006957
msrvtt_5845.mp4,Real,0.994169,1.8886356e-08,0.107832775,-9.165786,-9.111075501255389,84.01175709902485
msrvtt_2489.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_9316.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_9359.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_9524.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_2475.mp4,Real,0.988571,5.4186042e-09,0.2157194,-4.559964,-4.3646547289019075,20.051174058498454
msrvtt_7496.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_4846.mp4,Real,0.98930436,-3.1070506e-08,0.20854726,-4.752472,-4.533768748694159,21.558907880919406
msrvtt_7195.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_242.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_2328.mp4,Real,0.98561084,2.5544848e-09,3.1358023,-2.8404038,-1.0120951025533906,8.40551409848088
msrvtt_9747.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_3264.mp4,Real,0.98675424,-1.960679e-08,0.2325569,-4.2469487,-4.008287723710347,17.0703882004294
msrvtt_1289.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_923.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_8808.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_2454.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_3582.mp4,Real,0.98425096,-4.8428774e-08,2.5993667,-2.4685912,-0.2722730317666655,6.360575907894167
msrvtt_4497.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_1191.mp4,Real,0.99348503,-2.3996675e-08,0.113960564,-8.661003,-8.603097402698326,75.013175619069
msrvtt_6883.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_9111.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_2174.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_6403.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_6482.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_1408.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_2837.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_2644.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_9442.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_4974.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_9288.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_6251.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_8581.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_1682.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_7377.mp4,Real,0.98425096,1.4901161e-08,0.25410193,-3.8726065,-3.616275839990708,14.081554355395758
msrvtt_5638.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_6760.mp4,Real,0.9932201,-1.9935337e-08,0.11624763,-8.486077,-8.426963576055222,72.01370449230527
msrvtt_8606.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_3253.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_5491.mp4,Real,0.9932201,-1.9935337e-08,0.11624763,-8.486077,-8.426963576055222,72.01370449230527
msrvtt_1113.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_1251.mp4,Real,0.99262,4.1635597e-09,0.12126781,-8.124943,-8.06317948798517,66.01482323062052
msrvtt_121.mp4,Real,0.988571,-2.7093021e-09,3.4673803,-3.165869,-1.2554536367354634,10.611683628575468
msrvtt_4522.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_9597.mp4,Real,0.99262,4.1635597e-09,0.12126781,-8.124943,-8.06317948798517,66.01482323062052
msrvtt_6363.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_3386.mp4,Real,0.9899495,-2.2649765e-08,0.14142135,-6.9296465,-6.857141025364502,48.0204135317038
msrvtt_7487.mp4,Real,0.9910312,1.2772424e-08,3.8846052,-3.6600432,-1.5012033002108538,13.599514008896765
msrvtt_6732.mp4,Real,0.988571,1.6933138e-08,0.15075566,-6.4824934,-6.404941532790634,42.02324545247813
msrvtt_8236.mp4,Real,0.9885711,2.099709e-08,3.476663,-3.219046,-1.241575669268637,10.62531061277559
msrvtt_4621.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_2452.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_877.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_6062.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_709.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_5462.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_6962.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_731.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_1385.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_5049.mp4,Real,0.9945506,5.0696343e-08,0.1042572,-9.487406,-9.434554216150964,90.01089921813801
msrvtt_6029.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
msrvtt_3617.mp4,Real,0.99190265,4.3261434e-09,0.12700011,-7.7470074,-7.682213906108973,60.01639354911295
msrvtt_4068.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_7211.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_8397.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_8191.mp4,Real,0.99148905,5.556365e-09,0.1301889,-7.550956,-7.484468651521142,57.01723616828854
msrvtt_9425.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_3758.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_2800.mp4,Real,0.9842509,7.450581e-09,0.17677668,-5.4800773,-5.388159116306099,30.03225732618699
msrvtt_566.mp4,Real,0.98772943,0.0,0.22365761,-4.419741,-4.190614816167514,18.564916994478757
msrvtt_9826.mp4,Real,0.99103117,2.1287374e-08,0.13363062,-7.349684,-7.281359708161865,54.01817785310193
msrvtt_6863.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_506.mp4,Real,0.99148905,5.556365e-09,0.1301889,-7.550956,-7.484468651521142,57.01723616828854
msrvtt_9241.mp4,Real,0.9867545,1.8038248e-08,0.16222142,-6.002192,-5.918359237145856,36.027008614292306
msrvtt_832.mp4,Real,0.98425096,1.1175871e-08,1.499665,-1.17215,0.20796171089839346,1.8513261078547736
msrvtt_1190.mp4,Real,0.9893046,-1.0145471e-08,0.14586496,-6.709789,-6.634881318426882,45.02170430319611
msrvtt_8853.mp4,Real,0.98772955,-1.6718376e-08,0.15617374,-6.2469497,-6.1664393579504955,39.02498883619647
msrvtt_2159.mp4,Real,0.98772955,-8.722631e-09,1.3716071,-0.9838389,0.3352333241319975,1.457481139507146
msrvtt_1115.mp4,Real,0.99348503,-2.3996675e-08,0.113960564,-8.661003,-8.603097402698326,75.013175619069
msrvtt_1665.mp4,Real,0.98561084,-1.1920929e-08,0.16903085,-5.747049,-5.659450967423433,33.029411683341955
